gene_symbol|functions|functions_reference|processes|processes_reference|components|components_reference
SMARCC2|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|9435219
SMARCC1|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|9693044
GPS1|Signal transducer activity (GO:0004871)|8943324|Cell communication (GO:0007154);Signal transduction (GO:0007165)|8943324|Nucleus (GO:0005634);Cytoplasm (GO:0005737);Golgi apparatus (GO:0005794)|11114242
GPS2|GTPase regulator activity (GO:0030695)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Nucleus (GO:0005634)|11931768
PRSS27|Serine-type peptidase activity (GO:0008236)|-|Protein metabolism (GO:0019538)|-|Cytoplasm (GO:0005737);Extracellular (GO:0005576)|12441343
BTBD1|Protein binding (GO:0005515);Molecular function unknown (GO:0005554)|11818025;12878161|Cell differentiation (GO:0030154);Biological_process unknown (GO:0000004)|15486563|Cytoplasm (GO:0005737);Nucleus (GO:0005634)|12878161;15486563
BTBD2|Molecular function unknown (GO:0005554)|-|Protein metabolism (GO:0019538)|-|Nucleus (GO:0005634)|11818025
BTBD3|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
PRSS23|Serine-type peptidase activity (GO:0008236)|-|Protein metabolism (GO:0019538)|-|-|-
PRSS22|Serine-type peptidase activity (GO:0008236)|-|Protein metabolism (GO:0019538)|-|-|-
PRSS21|Serine-type peptidase activity (GO:0008236)|-|Protein metabolism (GO:0019538)|-|Cytoplasm (GO:0005737);Plasma membrane (GO:0005886)|10397266
BTBD6|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
BTBD7|Molecular function unknown (GO:0005554);Transcription factor activity (GO:0003700)|-|Cell growth and/or maintenance (GO:0008151);Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|11527404|Nucleus (GO:0005634)|11527404
BTBD8|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
BTBD9|Molecular function unknown (GO:0005554)|-|Protein metabolism (GO:0019538);Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|11572484|-|-
SMARCB1|DNA binding (GO:0003677)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|-
AVPI1|Molecular function unknown (GO:0005554)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|-|-
GPT2|Transaminase activity (GO:0008483)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Cytoplasm (GO:0005737);Mitochondrion (GO:0005739)|11863375
PRSS16|Serine-type peptidase activity (GO:0008236)|-|Protein metabolism (GO:0019538)|-|-|-
PRSS12|Serine-type peptidase activity (GO:0008236)|-|Protein metabolism (GO:0019538)|-|Extracellular (GO:0005576)|9245503
FCGR1A|Receptor activity (GO:0004872)|-|Immune response (GO:0006955)|-|Plasma membrane (GO:0005886)|10933786
BOP1|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|Nucleolus (GO:0005730)|12429849;12048210;11522832;11390653;15635413;11790298
SMARCA5|DNA binding (GO:0003677)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634);Nucleolus (GO:0005730)|10655480;15635413
SMARCA4|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634);Nucleolus (GO:0005730)|12044884;15635413
SMARCA2|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634);Extracellular (GO:0005576)|8223438;12566296;12493776;14718574
SMARCA1|Transcription regulator activity (GO:0030528)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|1408766
INSRR|Transmembrane receptor protein tyrosine kinase activity (GO:0004714)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Plasma membrane (GO:0005886)|2249481
FCGR2A|Receptor activity (GO:0004872)|-|Immune response (GO:0006955)|-|Plasma membrane (GO:0005886)|1379234
FCGR2B|Transmembrane receptor protein tyrosine kinase activity (GO:0004714)|14613290|Regulation of signal transduction (GO:0009966)|14613290|Plasma membrane (GO:0005886)|9227318
SIAE|Hydrolase activity (GO:0016787)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Cytoplasm (GO:0005737)|10464298
DERA|Lyase activity (GO:0016829)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|-|-
TAAR1|G-protein coupled receptor activity (GO:0004930)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Plasma membrane (GO:0005886);Cytoplasm (GO:0005737)|11723224
TAAR2|G-protein coupled receptor activity (GO:0004930)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Plasma membrane (GO:0005886)|-
TAAR5|G-protein coupled receptor activity (GO:0004930)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Plasma membrane (GO:0005886)|-
TAAR6|G-protein coupled receptor activity (GO:0004930)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Plasma membrane (GO:0005886)|-
TAAR8|G-protein coupled receptor activity (GO:0004930)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Plasma membrane (GO:0005886)|11459929
TAAR9|G-protein coupled receptor activity (GO:0004930)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Plasma membrane (GO:0005886)|-
VANGL2|Molecular function unknown (GO:0005554)|-|Neurogenesis (GO:0007399)|11431695|Plasma membrane (GO:0005886)|11431695
VANGL1|Protein binding (GO:0005515)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Integral to membrane (GO:0016021)|15456783
GINS1|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
GINS2|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
GINS3|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
FCGR3A|Receptor activity (GO:0004872)|-|Immune response (GO:0006955)|-|Plasma membrane (GO:0005886)|7543538
FCGR3B|Receptor activity (GO:0004872)|-|Immune response (GO:0006955)|-|-|-
GINS4|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
DOPEY1|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
DOPEY2|Molecular function unknown (GO:0005554)|-|Cell growth and/or maintenance (GO:0008151)|-|-|-
HSP90B1|Heat shock protein activity (GO:0003773)|-|Protein metabolism (GO:0019538)|-|Endoplasmic reticulum (GO:0005783)|11861214
CYP7A1|Catalytic activity (GO:0003824)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Endoplasmic reticulum (GO:0005783)|7288293
DET1|Ubiquitin-specific protease activity (GO:0004843)|-|Protein metabolism (GO:0019538)|-|-|-
EIF2AK4|Transmembrane receptor protein tyrosine kinase activity (GO:0004714)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|-|-
EIF2AK3|Translation regulator activity (GO:0045182)|-|Protein metabolism (GO:0019538)|-|Endoplasmic reticulum (GO:0005783)|11907036
EIF2AK2|Protein serine/threonine kinase activity (GO:0004674)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Ribosome (GO:0005840);Nucleus (GO:0005634);Nucleolus (GO:0005730)|1373553;11921349;15635413
BCL2A1|Receptor signaling complex scaffold activity (GO:0030159)|-|Apoptosis (GO:0006915)|-|Mitochondrion (GO:0005739);Cytoplasm (GO:0005737)|11929871;8952545
EIF2AK1|Catalytic activity (GO:0003824)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|-|-
GPX1|Peroxidase activity (GO:0004601)|12829378;14962293;10873565;1253153;9712879|Anti-apoptosis (GO:0006916)|12221075|Cytoplasm (GO:0005737);Mitochondrion (GO:0005739);Cytosol (GO:0005829)|1556108;8001233;10880344;10833429;9126277;8428933;12470500
GPX2|Peroxidase activity (GO:0004601)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Cytoplasm (GO:0005737);Nucleus (GO:0005634)|8428933;11373322
GPX3|Peroxidase activity (GO:0004601)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Extracellular (GO:0005576)|11149894
CYP7B1|Catalytic activity (GO:0003824)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Endoplasmic reticulum (GO:0005783)|9802883
GPX4|Peroxidase activity (GO:0004601)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Cytoplasm (GO:0005737);Nucleus (GO:0005634);Mitochondrion (GO:0005739)|12427732;1556123;11344099;9705830
MANBA|Catalytic activity (GO:0003824)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Lysosome (GO:0005764);Extracellular (GO:0005576)|8285582;14718574
GPX6|Peroxidase activity (GO:0004601)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|-|-
GPX7|Peroxidase activity (GO:0004601)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Cytoplasm (GO:0005737)|15294905
GPX5|Peroxidase activity (GO:0004601)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Extracellular (GO:0005576);Plasma membrane (GO:0005886)|12211066;9110319;9783843
PHF21B|DNA binding (GO:0003677)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|-|-
PHF21A|Transcription regulator activity (GO:0030528)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|12032298;15325272
NOXO1|Catalytic activity (GO:0003824)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Plasma membrane (GO:0005886)|14617635;15181005
BARX1|Molecular function unknown (GO:0005554);Transcription factor activity (GO:0003700)|-|Biological_process unknown (GO:0000004)|-|Nucleus (GO:0005634)|-
BARX2|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|-
MUS81|Deoxyribonuclease activity (GO:0004536)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|11741546
HS6ST1|Sulfotransferase activity (GO:0008146)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Plasma membrane (GO:0005886)|-
HS6ST2|Sulfotransferase activity (GO:0008146)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|-|-
HS6ST3|Sulfotransferase activity (GO:0008146)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Golgi apparatus (GO:0005794)|15226404
KRTAP21-2|Structural molecule activity (GO:0005198)|-|Cell growth and/or maintenance (GO:0008151)|-|-|-
KRTAP21-1|Structural molecule activity (GO:0005198)|-|Cell growth and/or maintenance (GO:0008151)|-|-|-
RPAIN|Transporter activity (GO:0005215)|16135809|Transport (GO:0006810)|16135809|Nucleus (GO:0005634);Cytoplasm (GO:0005737)|16008515;16135809
MANEA|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|Golgi apparatus (GO:0005794)|9361017
IFT172|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|10788441
AGMAT|Hydrolase activity (GO:0016787)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Mitochondrion (GO:0005739)|14648699
NFKBIL2|Transcription regulator activity (GO:0030528)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|-|-
NFKBIL1|Transcription regulator activity (GO:0030528)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|-|-
GABPA|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Cytoplasm (GO:0005737);Nucleus (GO:0005634)|14985350;9887101;9016666
STIM1|Cell adhesion molecule activity (GO:0005194)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Plasma membrane (GO:0005886);Endoplasmic reticulum (GO:0005783)|11004585;8921403;11463338;11983428
STIM2|Cell adhesion molecule activity (GO:0005194)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Plasma membrane (GO:0005886)|11463338
AICDA|Deaminase activity (GO:0019239)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Cytoplasm (GO:0005737)|12011459
LRAT|Acyltransferase activity (GO:0008415)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Endoplasmic reticulum (GO:0005783)|9767084
TINAG|Cell adhesion molecule activity (GO:0005194)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Extracellular (GO:0005576)|10652240
LRBA|Cytoskeletal anchoring activity (GO:0016343)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Golgi apparatus (GO:0005794);Lysosome (GO:0005764);Plasma membrane (GO:0005886);Endoplasmic reticulum (GO:0005783);Cytoplasmic vesicle (GO:0016023)|11254716
XRCC1|DNA repair protein (GO:0003685)|-|DNA repair (GO:0006281)|-|Nucleus (GO:0005634);Nucleolus (GO:0005730)|14500814;10611252;15635413
XRCC2|DNA binding (GO:0003677)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|11301337
AVPR2|G-protein coupled receptor activity (GO:0004930)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Plasma membrane (GO:0005886)|9224808
XRCC3|DNA binding (GO:0003677)|-|DNA repair (GO:0006281)|-|Nucleus (GO:0005634)|975276
XRCC5|DNA repair protein (GO:0003685)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634);Cytoplasm (GO:0005737);Nucleolus (GO:0005730)|12391174;11741501;15635413
XRCC6|DNA binding (GO:0003677)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634);Cytoplasm (GO:0005737);Nucleolus (GO:0005730)|7957065;9798959;1639139;11790298;15635413
XRCC4|DNA repair protein (GO:0003685)|8548796|DNA repair (GO:0006281)|8548796;9352367|Nucleus (GO:0005634)|9352367
PTPRCAP|Molecular function unknown (GO:0005554)|-|Immune response (GO:0006955)|-|Plasma membrane (GO:0005886)|-
GABRD|Extracellular ligand-gated ion channel activity (GO:0005230)|-|Transport (GO:0006810)|-|Plasma membrane (GO:0005886)|2176788
GABRE|Extracellular ligand-gated ion channel activity (GO:0005230)|9039914|Transport (GO:0006810)|9039914|Plasma membrane (GO:0005886)|-
GABRP|Receptor activity (GO:0004872)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Plasma membrane (GO:0005886)|-
GABRQ|Extracellular ligand-gated ion channel activity (GO:0005230)|-|Transport (GO:0006810)|-|Plasma membrane (GO:0005886)|10449790
IFT140|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
ASF1A|Chaperone activity (GO:0003754)|-|Protein metabolism (GO:0019538)|-|Nucleus (GO:0005634)|12842904
ASF1B|Chaperone activity (GO:0003754)|-|Protein metabolism (GO:0019538)|-|Nucleus (GO:0005634);Cytoplasm (GO:0005737)|12842904
STIP1|Receptor signaling complex scaffold activity (GO:0030159)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Nucleus (GO:0005634);Golgi apparatus (GO:0005794);Cytoplasm (GO:0005737)|1569099;14754904
LRDD|Receptor signaling complex scaffold activity (GO:0030159)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Cytoplasm (GO:0005737)|15073321;10825539
GNPAT|Acyltransferase activity (GO:0008415)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Peroxisome (GO:0005777)|2804060
AQP10|Water channel activity (GO:0015250)|-|Transport (GO:0006810)|-|Plasma membrane (GO:0005886)|11573934
AQP11|Water channel activity (GO:0015250)|-|Transport (GO:0006810)|-|Integral to membrane (GO:0016021)|-
GTF2A1|Transcription factor activity (GO:0003700)|7724559|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|7724559|Nucleus (GO:0005634)|-
GTF2A2|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|7958900;7724559;7958899;8224848
SIL1|Chaperone activity (GO:0003754)|-|Protein metabolism (GO:0019538)|-|Endoplasmic reticulum (GO:0005783)|12356756;11101517
IFT122|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|Cytoplasm (GO:0005737)|11242542
HPCAL1|Calcium ion binding (GO:0005509)|10683417;12445467|Cell communication (GO:0007154);Signal transduction (GO:0007165)|12445467|Cytoplasm (GO:0005737);Plasma membrane (GO:0005886)|12445467;10683417
HPCAL4|Calcium ion binding (GO:0005509)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|-|-
TTLL13|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
TTLL12|Ligase activity (GO:0016874)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|-|-
TTLL11|Ligase activity (GO:0016874)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|-|-
TTLL10|Ligase activity (GO:0016874)|15890843|Protein metabolism (GO:0019538)|15890843|-|-
TINF2|DNA binding (GO:0003677)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|10581025
SIM1|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|11782478
SIM2|Transcription regulator activity (GO:0030528)|8661114;9199934|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|8661114;9199934|Nucleus (GO:0005634);Cytoplasm (GO:0005737)|11782478;14697214
RPAP1|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
SILV|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|Endosome (GO:0005768);Golgi apparatus (GO:0005794);Cytoplasm (GO:0005737)|11266471;11694580;9743519
LRG1|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|Extracellular (GO:0005576)|3856868;16188874
FAM92A1|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
VSTM1|Receptor activity (GO:0004872)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|-|-
